CONV_VALCH1 (N),CONV_VALCH2 (N),CONV_VALCH3 (N),TIMESTAMP (us)
-3.7683,-5.6598,-5.2707,27345000,
-3.8013,-5.6625,-5.2872,27350000,
-4.0503,-5.6570,-5.2808,27355000,
-3.7885,-5.6506,-5.2927,27360000,
-3.8013,-5.6616,-5.2808,27365000,
-3.8123,-5.6479,-5.3000,27370000,
-3.8004,-5.6598,-5.2698,27375000,
-3.8022,-5.6534,-5.2835,27380000,
-3.8196,-5.6497,-5.2872,27385000,
-3.8068,-5.6653,-5.2908,27390000,
-3.8214,-5.6424,-5.2927,27395000,
-3.8370,-5.6223,-5.3064,27400000,
-4.1089,-5.6479,-5.2762,27405000,
-3.7967,-5.6543,-5.2844,27410000,
-3.7958,-5.6625,-5.2844,27415000,
-3.8104,-5.6506,-5.2798,27420000,
-3.8095,-5.6589,-5.2963,27425000,
-3.7646,-5.6589,-5.2899,27430000,
-3.8150,-5.6497,-5.2853,27435000,
-3.7885,-5.6424,-5.2908,27440000,
-3.7903,-5.6708,-5.2844,27445000,
-3.7665,-5.6662,-5.2954,27450000,
-4.0750,-5.6570,-5.2808,27455000,
-3.8205,-5.6406,-5.2954,27460000,
-3.8013,-5.6580,-5.2798,27465000,
-3.8315,-5.6644,-5.2817,27470000,
-3.7766,-5.6653,-5.2744,27475000,
-3.8104,-5.6598,-5.2844,27480000,
-3.8049,-5.6525,-5.2936,27485000,
-3.8269,-5.6644,-5.2908,27490000,
-3.8086,-5.6204,-5.2826,27495000,
-3.8058,-5.6671,-5.2808,27500000,
-4.0704,-5.6552,-5.2826,27505000,
-3.7903,-5.6580,-5.2908,27510000,
-3.8013,-5.6534,-5.2753,27515000,
-3.7930,-5.6635,-5.2744,27520000,
-3.8004,-5.6689,-5.2844,27525000,
-3.7866,-5.6653,-5.2844,27530000,
-3.7683,-5.6662,-5.2844,27535000,
-3.8251,-5.6735,-5.2707,27540000,
-3.8068,-5.6543,-5.2835,27545000,
-3.7601,-5.6625,-5.2808,27550000,
-4.0860,-5.6516,-5.2771,27555000,
-3.7747,-5.6543,-5.2716,27560000,
-3.7555,-5.6616,-5.2762,27565000,
-3.7994,-5.6406,-5.2771,27570000,
-3.8150,-5.6525,-5.2890,27575000,
-3.7949,-5.6689,-5.2881,27580000,
-3.7665,-5.6653,-5.2826,27585000,
-3.8242,-5.6461,-5.2945,27590000,
-3.8223,-5.6488,-5.2881,27595000,
-3.7848,-5.6552,-5.2917,27600000,
-4.0604,-5.6433,-5.2771,27605000,
-3.7747,-5.6625,-5.2972,27610000,
-3.7857,-5.6497,-5.2771,27615000,
-3.8333,-5.6525,-5.2808,27620000,
-3.8388,-5.6387,-5.2972,27625000,
-3.8187,-5.6516,-5.2872,27630000,
-3.7454,-5.6653,-5.2734,27635000,
-3.8068,-5.6607,-5.2789,27640000,
-3.8113,-5.6516,-5.2817,27645000,
-3.7811,-5.6580,-5.2954,27650000,
-4.0421,-5.6506,-5.2881,27655000,
-3.8251,-5.6754,-5.3036,27660000,
-3.7701,-5.6607,-5.2753,27665000,
-3.7930,-5.6689,-5.2853,27670000,
-3.8315,-5.6314,-5.2972,27675000,
-3.8214,-5.6516,-5.2872,27680000,
-3.8177,-5.6451,-5.2826,27685000,
-3.8196,-5.6662,-5.2808,27690000,
-3.7885,-5.6598,-5.2853,27695000,
-3.8297,-5.6424,-5.2908,27700000,
-4.0439,-5.6534,-5.3046,27705000,
-3.8196,-5.6497,-5.2808,27710000,
-3.7903,-5.6479,-5.2945,27715000,
-3.8406,-5.6680,-5.2798,27720000,
-3.8397,-5.6598,-5.2835,27725000,
-3.8068,-5.6754,-5.2963,27730000,
-3.8269,-5.6561,-5.2826,27735000,
-3.8242,-5.6644,-5.2872,27740000,
-3.7939,-5.6616,-5.2872,27745000,
-3.7802,-5.6653,-5.2734,27750000,
-4.0823,-5.6470,-5.2808,27755000,
-3.7802,-5.6689,-5.2771,27760000,
-3.8315,-5.6479,-5.2863,27765000,
-3.7820,-5.6616,-5.2725,27770000,
-3.8443,-5.6552,-5.3009,27775000,
-3.7866,-5.6689,-5.2808,27780000,
-3.7994,-5.6689,-5.2762,27785000,
-3.7729,-5.6790,-5.2817,27790000,
-3.7985,-5.6818,-5.2698,27795000,
-3.7930,-5.6570,-5.2817,27800000,
-4.0402,-5.6763,-5.2689,27805000,
-3.7766,-5.6525,-5.2780,27810000,
-3.7976,-5.6708,-5.2872,27815000,
-3.7903,-5.6671,-5.2890,27820000,
-3.8058,-5.6570,-5.2808,27825000,
-3.8251,-5.6525,-5.2863,27830000,
-3.7921,-5.6699,-5.2798,27835000,
-3.7894,-5.6525,-5.2917,27840000,
-3.8223,-5.6387,-5.2991,27845000,
-3.8132,-5.6662,-5.2798,27850000,
-4.0860,-5.6699,-5.2652,27855000,
-3.8452,-5.6552,-5.2863,27860000,
-3.7793,-5.6635,-5.2917,27865000,
-3.7756,-5.6699,-5.2789,27870000,
-3.8113,-5.6635,-5.2817,27875000,
-3.7939,-5.6680,-5.2890,27880000,
-3.8022,-5.6543,-5.2826,27885000,
-3.8461,-5.6451,-5.2890,27890000,
-3.7555,-5.6598,-5.2863,27895000,
-3.8031,-5.6506,-5.2917,27900000,
-4.0961,-5.6534,-5.2826,27905000,
-3.7674,-5.6635,-5.2890,27910000,
-3.7738,-5.6470,-5.2798,27915000,
-3.7637,-5.6662,-5.2817,27920000,
-3.8022,-5.6369,-5.2908,27925000,
-3.8242,-5.6616,-5.2817,27930000,
-3.7711,-5.6543,-5.2844,27935000,
-3.8150,-5.6598,-5.2789,27940000,
-3.8287,-5.6616,-5.2817,27945000,
-3.8452,-5.6378,-5.2899,27950000,
-4.0411,-5.6470,-5.2927,27955000,
-3.7775,-5.6680,-5.2899,27960000,
-3.7976,-5.6552,-5.2844,27965000,
-3.7949,-5.6543,-5.2835,27970000,
-3.7738,-5.6561,-5.2899,27975000,
-3.8132,-5.6516,-5.2817,27980000,
-3.7582,-5.6671,-5.2789,27985000,
-3.7830,-5.6589,-5.2917,27990000,
-3.8150,-5.6360,-5.2982,27995000,
-3.8251,-5.6653,-5.2689,28000000,
-4.0494,-5.6644,-5.2853,28005000,
-3.7811,-5.6204,-5.2945,28010000,
-3.8068,-5.6635,-5.2881,28015000,
-3.8342,-5.6644,-5.2798,28020000,
-3.8232,-5.6259,-5.2963,28025000,
-3.7756,-5.6635,-5.2744,28030000,
-3.7958,-5.6351,-5.2771,28035000,
-3.8077,-5.6461,-5.2936,28040000,
-3.8260,-5.6689,-5.2872,28045000,
-3.7628,-5.6726,-5.2817,28050000,
-4.0906,-5.6415,-5.2689,28055000,
-3.8159,-5.6470,-5.2789,28060000,
-3.7976,-5.6287,-5.2963,28065000,
-3.8086,-5.6516,-5.2954,28070000,
-3.7830,-5.6534,-5.3000,28075000,
-3.7766,-5.6635,-5.2863,28080000,
-3.7820,-5.6433,-5.2780,28085000,
-3.7527,-5.6488,-5.2872,28090000,
-3.8196,-5.6369,-5.2734,28095000,
-3.8452,-5.6598,-5.2798,28100000,
-4.0512,-5.6607,-5.2689,28105000,
-3.8132,-5.6635,-5.2872,28110000,
-3.7766,-5.6415,-5.2908,28115000,
-3.7875,-5.6552,-5.2817,28120000,
-3.8031,-5.6433,-5.3009,28125000,
-3.7930,-5.6506,-5.2881,28130000,
-3.7839,-5.6616,-5.2881,28135000,
-3.7729,-5.6433,-5.2771,28140000,
-3.7555,-5.6479,-5.3018,28145000,
-3.7747,-5.6525,-5.2890,28150000,
-4.0356,-5.6296,-5.2982,28155000,
-3.7921,-5.5811,-5.4291,28165000,
-4.0778,-5.7880,-5.2881,28170000,
-3.8104,-5.6470,-5.2817,28175000,
-3.7939,-5.6424,-5.2698,28180000,
-3.8187,-5.6442,-5.2780,28185000,
-3.8470,-5.6342,-5.2835,28190000,
-3.8599,-5.6580,-5.2972,28195000,
-3.9066,-5.6360,-5.2908,28200000,
-3.9587,-5.6570,-5.2881,28205000,
-3.7985,-5.6516,-5.2661,28210000,
-4.0027,-5.6479,-5.2817,28215000,
-3.8187,-5.6442,-5.3110,28220000,
-3.7784,-5.6680,-5.2789,28225000,
-3.8644,-5.6396,-5.2927,28230000,
-3.7811,-5.6488,-5.2899,28235000,
-3.8434,-5.6442,-5.2972,28240000,
-3.7857,-5.6543,-5.2771,28245000,
-3.8351,-5.6616,-5.2945,28250000,
-4.0576,-5.6534,-5.2872,28255000,
-3.8278,-5.6516,-5.2808,28260000,
-3.8187,-5.6314,-5.2954,28265000,
-3.8104,-5.6424,-5.2972,28270000,
-3.7738,-5.6589,-5.2771,28275000,
-3.8086,-5.6277,-5.2872,28280000,
-3.8242,-5.6598,-5.2991,28285000,
-3.8086,-5.6470,-5.2899,28290000,
-3.7903,-5.6396,-5.2908,28295000,
-3.8269,-5.6607,-5.2725,28300000,
-4.0714,-5.6497,-5.2606,28305000,
-3.8177,-5.6662,-5.2744,28310000,
-3.7958,-5.6552,-5.2954,28315000,
-3.7775,-5.6506,-5.2972,28320000,
-3.8251,-5.6653,-5.2853,28325000,
-3.7866,-5.6516,-5.2936,28330000,
-3.7738,-5.6479,-5.3073,28335000,
-3.8278,-5.6552,-5.2744,28340000,
-3.8022,-5.6680,-5.2908,28345000,
-3.8196,-5.6442,-5.2670,28350000,
-4.0320,-5.6625,-5.2872,28355000,
-3.8232,-5.6607,-5.2899,28360000,
-3.7793,-5.6635,-5.2899,28365000,
-3.8287,-5.6644,-5.2789,28370000,
-3.7784,-5.6479,-5.2725,28375000,
-3.8306,-5.6250,-5.3000,28380000,
-3.7921,-5.6662,-5.2789,28385000,
-3.7885,-5.6598,-5.2917,28390000,
-3.8150,-5.6699,-5.2771,28395000,
-3.7720,-5.6543,-5.2853,28400000,
-4.0924,-5.6525,-5.2808,28405000,
-3.7912,-5.6708,-5.2844,28410000,
-3.8333,-5.6351,-5.2890,28415000,
-3.7903,-5.6708,-5.2835,28420000,
-3.8150,-5.6360,-5.2899,28425000,
-3.8351,-5.6396,-5.2853,28430000,
-3.8297,-5.6534,-5.3036,28435000,
-3.8022,-5.6570,-5.2762,28440000,
-3.7958,-5.6543,-5.2872,28445000,
-3.7912,-5.6598,-5.2954,28450000,
-4.1006,-5.6396,-5.2844,28455000,
-3.8507,-5.6561,-5.2725,28460000,
-3.8351,-5.6625,-5.2734,28465000,
-3.8297,-5.6314,-5.2817,28470000,
-3.7857,-5.6680,-5.2798,28475000,
-3.8168,-5.6570,-5.2927,28480000,
-3.7857,-5.6570,-5.3046,28485000,
-3.8068,-5.6497,-5.2725,28490000,
-3.7939,-5.6827,-5.3101,28495000,
-3.7976,-5.6534,-5.2945,28500000,
-4.0521,-5.6525,-5.2899,28505000,
-3.8004,-5.6433,-5.3027,28510000,
-3.7656,-5.6589,-5.2734,28515000,
-3.8141,-5.6406,-5.2753,28520000,
-3.8232,-5.6671,-5.2853,28525000,
-3.8150,-5.6497,-5.2853,28530000,
-3.7701,-5.6479,-5.2945,28535000,
-3.8022,-5.6689,-5.2606,28540000,
-3.7958,-5.6268,-5.2917,28545000,
-3.8040,-5.6635,-5.2789,28550000,
-4.0210,-5.6525,-5.2963,28555000,
-3.8699,-5.6552,-5.2917,28560000,
-3.8159,-5.6561,-5.2808,28565000,
-3.8406,-5.6332,-5.3183,28570000,
-3.8159,-5.6589,-5.2826,28575000,
-3.8168,-5.6387,-5.2982,28580000,
-3.7939,-5.6470,-5.2844,28585000,
-3.7921,-5.6671,-5.2808,28590000,
-3.8324,-5.6442,-5.2945,28595000,
-3.7802,-5.6488,-5.2917,28600000,
-4.0384,-5.6598,-5.2798,28605000,
-3.8315,-5.6644,-5.2890,28610000,
-3.7637,-5.6543,-5.2679,28615000,
-3.7848,-5.6607,-5.2853,28620000,
-3.8104,-5.6406,-5.2853,28625000,
-3.8086,-5.6461,-5.2789,28630000,
-3.8251,-5.6387,-5.2744,28635000,
-3.8242,-5.6516,-5.2798,28640000,
-3.8232,-5.6699,-5.2725,28645000,
-3.7930,-5.6561,-5.2716,28650000,
-4.0485,-5.6570,-5.2945,28655000,
-3.7894,-5.6259,-5.2844,28660000,
-3.7866,-5.6534,-5.2817,28665000,
-3.7939,-5.6616,-5.2835,28670000,
-3.7592,-5.6396,-5.2853,28675000,
-3.7619,-5.6671,-5.2780,28680000,
-3.7994,-5.6598,-5.2798,28685000,
-3.8150,-5.6543,-5.2826,28690000,
-3.8141,-5.6644,-5.2844,28695000,
-3.7967,-5.6607,-5.2689,28700000,
-4.0182,-5.6589,-5.2835,28705000,
-3.8004,-5.6424,-5.2872,28710000,
-3.7894,-5.6744,-5.2734,28715000,
-3.8123,-5.6589,-5.2872,28720000,
-3.8077,-5.6470,-5.2863,28725000,
-3.7839,-5.6744,-5.2716,28730000,
-3.8049,-5.6699,-5.2927,28735000,
-3.8031,-5.6543,-5.2753,28740000,
-3.8187,-5.6479,-5.2917,28745000,
-3.7903,-5.6635,-5.2789,28750000,
-4.0356,-5.6635,-5.2844,28755000,
-3.7930,-5.6561,-5.2899,28760000,
-3.8370,-5.6525,-5.2808,28765000,
-3.7958,-5.6323,-5.2881,28770000,
-3.7445,-5.6589,-5.2881,28775000,
-3.8077,-5.6552,-5.2844,28780000,
-3.8269,-5.6781,-5.2716,28785000,
-3.7628,-5.6598,-5.2954,28790000,
-3.7921,-5.6561,-5.2789,28795000,
-3.8113,-5.6570,-5.2753,28800000,
-4.0494,-5.6543,-5.2808,28805000,
-3.8150,-5.6644,-5.2817,28810000,
-3.8177,-5.6644,-5.2780,28815000,
-3.7793,-5.6561,-5.2945,28820000,
-3.7985,-5.6662,-5.2744,28825000,
-3.8004,-5.6378,-5.2817,28830000,
-3.7729,-5.6662,-5.2954,28835000,
-3.8525,-5.6479,-5.2753,28840000,
-3.8086,-5.6424,-5.2734,28845000,
-3.8095,-5.6772,-5.3018,28850000,
-4.0256,-5.6525,-5.2798,28855000,
-3.7592,-5.6378,-5.2789,28860000,
-3.7646,-5.6506,-5.2808,28865000,
-3.8242,-5.6589,-5.2698,28870000,
-3.7766,-5.6561,-5.2917,28875000,
-3.7665,-5.6552,-5.2917,28880000,
-3.8159,-5.6342,-5.2835,28885000,
-3.7958,-5.6589,-5.2744,28890000,
-3.7775,-5.6351,-5.2789,28895000,
-3.7839,-5.6570,-5.2945,28900000,
-4.0585,-5.6470,-5.2771,28905000,
-3.8150,-5.6424,-5.2890,28910000,
-3.7820,-5.6488,-5.2826,28915000,
-3.7949,-5.6680,-5.2762,28920000,
-3.8141,-5.6479,-5.2670,28925000,
-3.7857,-5.6479,-5.3027,28930000,
-3.7692,-5.6616,-5.2844,28935000,
-3.7729,-5.6525,-5.2643,28940000,
-3.8022,-5.6644,-5.2817,28945000,
-3.8040,-5.6589,-5.2908,28950000,
-3.9981,-5.6525,-5.2826,28955000,
-3.8306,-5.6534,-5.2698,28960000,
-3.7683,-5.6543,-5.2753,28965000,
-3.7756,-5.6625,-5.2808,28970000,
-3.8049,-5.6680,-5.2780,28975000,
-3.7592,-5.6699,-5.2798,28980000,
-3.7701,-5.6598,-5.2762,28985000,
-3.8077,-5.6461,-5.2936,28990000,
-3.8040,-5.6516,-5.2615,28995000,
-3.8123,-5.6470,-5.2808,29000000,
-4.0540,-5.6644,-5.2826,29005000,
-3.8187,-5.6442,-5.2808,29010000,
-3.8058,-5.6625,-5.2753,29015000,
-3.7720,-5.6662,-5.2762,29020000,
-3.7756,-5.6461,-5.2927,29025000,
-3.7994,-5.6708,-5.2835,29030000,
-3.8013,-5.6442,-5.2762,29035000,
-3.7930,-5.6589,-5.2927,29040000,
-3.7701,-5.6543,-5.2835,29045000,
-3.7976,-5.6561,-5.2789,29050000,
-4.1135,-5.6607,-5.2771,29055000,
-3.7637,-5.6607,-5.2817,29060000,
-3.7601,-5.6607,-5.2789,29065000,
-3.8351,-5.6497,-5.2872,29070000,
-3.7949,-5.6589,-5.2899,29075000,
-3.8141,-5.6543,-5.2789,29080000,
-3.8214,-5.6744,-5.2734,29085000,
-3.7738,-5.6625,-5.2908,29090000,
-3.7811,-5.6543,-5.2771,29095000,
-3.7674,-5.6552,-5.2698,29100000,
-4.0549,-5.6607,-5.2771,29105000,
-3.8058,-5.6598,-5.2753,29110000,
-3.7683,-5.6644,-5.2817,29115000,
-3.8113,-5.6543,-5.2679,29120000,
-3.7930,-5.6552,-5.2835,29125000,
-3.7811,-5.6387,-5.2890,29130000,
-3.7921,-5.6616,-5.2707,29135000,
-3.8187,-5.6461,-5.2936,29140000,
-3.8251,-5.6607,-5.2780,29145000,
-3.7711,-5.6580,-5.2789,29150000,
-4.0485,-5.6396,-5.3192,29155000,
-3.7848,-5.6607,-5.2734,29160000,
-3.8049,-5.6488,-5.2844,29165000,
-3.7482,-5.6433,-5.3018,29170000,
-3.8095,-5.6534,-5.2652,29175000,
-3.8297,-5.6580,-5.2762,29180000,
-3.8297,-5.6561,-5.2780,29185000,
-3.8461,-5.6689,-5.2798,29190000,
-3.7939,-5.6662,-5.2798,29195000,
-3.7701,-5.6635,-5.2725,29200000,
-4.0805,-5.6506,-5.2945,29205000,
-3.8571,-5.6360,-5.2890,29210000,
-3.7866,-5.6717,-5.2725,29215000,
-3.8278,-5.6406,-5.2835,29220000,
-3.8269,-5.6451,-5.2963,29225000,
-3.7683,-5.6589,-5.2689,29230000,
-3.8141,-5.6506,-5.2899,29235000,
-3.7930,-5.6580,-5.2716,29240000,
-3.7820,-5.6470,-5.2899,29245000,
-3.7976,-5.6287,-5.2716,29250000,
-4.0814,-5.6497,-5.2771,29255000,
-3.7784,-5.6635,-5.2835,29260000,
-3.7766,-5.6598,-5.2789,29265000,
-3.7875,-5.6625,-5.2762,29270000,
-3.8177,-5.6451,-5.2808,29275000,
-3.8498,-5.6451,-5.2707,29280000,
-3.7720,-5.6754,-5.2771,29285000,
-3.7775,-5.6635,-5.2817,29290000,
-3.8361,-5.6497,-5.2963,29295000,
-3.7830,-5.6543,-5.2872,29300000,
-4.0649,-5.6543,-5.2716,29305000,
-3.8214,-5.6442,-5.2917,29310000,
-3.7939,-5.6754,-5.2771,29315000,
-3.8141,-5.6470,-5.3046,29320000,
-3.7949,-5.6644,-5.2753,29325000,
-3.8370,-5.6616,-5.2725,29330000,
-3.7903,-5.6699,-5.2899,29335000,
-3.7848,-5.6589,-5.2707,29340000,
-3.8104,-5.6598,-5.2844,29345000,
-3.7729,-5.6680,-5.2808,29350000,
-4.0887,-5.6451,-5.2789,29355000,
-3.8086,-5.6415,-5.2817,29360000,
-3.8132,-5.6607,-5.2899,29365000,
-3.7885,-5.6195,-5.2936,29370000,
-3.7866,-5.6580,-5.2844,29375000,
-3.8260,-5.6561,-5.2844,29380000,
-3.8168,-5.6497,-5.2972,29385000,
-3.7830,-5.6378,-5.2826,29390000,
-3.8013,-5.6580,-5.3036,29395000,
-3.7967,-5.6616,-5.2698,29400000,
-4.0256,-5.6671,-5.2835,29405000,
-3.7885,-5.6607,-5.2844,29410000,
-3.8159,-5.6580,-5.2927,29415000,
-3.7610,-5.6616,-5.2899,29420000,
-3.7976,-5.6662,-5.2780,29425000,
-3.7985,-5.6909,-5.3064,29430000,
-3.7628,-5.6717,-5.2890,29435000,
-3.8232,-5.6598,-5.2780,29440000,
-3.7646,-5.6140,-5.4666,29445000,
-3.8187,-5.6442,-5.2808,29450000,
-4.0686,-5.6497,-5.2798,29455000,
-3.7756,-5.6488,-5.2780,29460000,
-3.7994,-5.6506,-5.2661,29465000,
-3.8004,-5.6598,-5.2734,29470000,
-3.8214,-5.6552,-5.2771,29475000,
-3.8599,-5.6332,-5.2908,29480000,
-3.7912,-5.6598,-5.2661,29485000,
-3.9633,-5.6982,-5.2762,29490000,
-3.7839,-5.6506,-5.2643,29495000,
-4.0082,-5.7285,-5.1929,29500000,
-4.0356,-5.6717,-5.2707,29505000,
-3.7802,-5.6635,-5.2835,29510000,
-3.7793,-5.6644,-5.2679,29515000,
-3.7747,-5.6387,-5.2908,29520000,
-3.8287,-5.6451,-5.2899,29525000,
-3.7683,-5.6387,-5.3009,29530000,
-3.7637,-5.6589,-5.2826,29535000,
-3.7692,-5.6570,-5.2826,29540000,
-3.8040,-5.6525,-5.2863,29545000,
-3.8214,-5.6616,-5.2780,29550000,
-4.0219,-5.6671,-5.2817,29555000,
-3.7921,-5.6726,-5.2872,29560000,
-3.8095,-5.6598,-5.2890,29565000,
-3.8361,-5.6598,-5.2808,29570000,
-3.8315,-5.6525,-5.2734,29575000,
-3.8361,-5.6461,-5.2936,29580000,
-3.7894,-5.6305,-5.3064,29585000,
-3.7839,-5.6506,-5.2917,29590000,
-3.7848,-5.6516,-5.2872,29595000,
-3.8251,-5.6598,-5.2835,29600000,
-4.0659,-5.6516,-5.2689,29605000,
-3.8150,-5.6607,-5.2725,29610000,
-3.8287,-5.6598,-5.2689,29615000,
-3.8223,-5.6232,-5.2826,29620000,
-3.7894,-5.6488,-5.2808,29625000,
-3.7701,-5.6635,-5.2679,29630000,
-3.7756,-5.6516,-5.2808,29635000,
-3.8196,-5.6534,-5.2863,29640000,
-3.8269,-5.6442,-5.2945,29645000,
-3.7729,-5.6497,-5.2780,29650000,
-4.0375,-5.6680,-5.2771,29655000,
-3.7903,-5.6589,-5.2744,29660000,
-3.8123,-5.6580,-5.2890,29665000,
-3.8333,-5.6534,-5.3009,29670000,
-3.7820,-5.6635,-5.2725,29675000,
-3.7967,-5.6689,-5.2725,29680000,
-3.7766,-5.6580,-5.2808,29685000,
-3.7848,-5.6461,-5.2780,29690000,
-3.7775,-5.6735,-5.2780,29695000,
-3.7665,-5.6635,-5.2881,29700000,
-4.0622,-5.6625,-5.2844,29705000,
-3.8004,-5.6534,-5.2963,29710000,
-3.8031,-5.6580,-5.2853,29715000,
-3.8269,-5.6589,-5.2890,29720000,
-3.8205,-5.6689,-5.2716,29725000,
-3.7939,-5.6534,-5.2881,29730000,
-3.8480,-5.6506,-5.2771,29735000,
-3.7665,-5.6570,-5.2734,29740000,
-3.8324,-5.6570,-5.2771,29745000,
-3.7784,-5.6479,-5.2789,29750000,
-4.0540,-5.6497,-5.2753,29755000,
-3.8058,-5.6534,-5.2908,29760000,
-3.7738,-5.6607,-5.2899,29765000,
-3.7958,-5.6570,-5.2780,29770000,
-3.7802,-5.6598,-5.2917,29775000,
-3.7885,-5.6689,-5.2670,29780000,
-3.8342,-5.6635,-5.2762,29785000,
-3.7894,-5.6635,-5.2863,29790000,
-3.8297,-5.6570,-5.2789,29795000,
-3.7820,-5.6561,-5.2734,29800000,
-4.0503,-5.6287,-5.2917,29805000,
-3.8004,-5.6488,-5.2771,29810000,
-3.8049,-5.6543,-5.2725,29815000,
-3.7820,-5.6525,-5.2753,29820000,
-3.7646,-5.6689,-5.2734,29825000,
-3.8205,-5.6378,-5.2863,29830000,
-3.8205,-5.6580,-5.2689,29835000,
-3.7784,-5.6570,-5.2744,29840000,
-3.7921,-5.6699,-5.2716,29845000,
-3.8315,-5.6689,-5.2917,29850000,
-4.0750,-5.6296,-5.2798,29855000,
-3.7930,-5.6387,-5.2890,29860000,
-3.8397,-5.6598,-5.2844,29865000,
-3.7656,-5.6607,-5.2771,29870000,
-3.8058,-5.6287,-5.2991,29875000,
-3.8278,-5.6671,-5.2744,29880000,
-3.7692,-5.6570,-5.2927,29885000,
-3.8187,-5.6534,-5.2808,29890000,
-3.8333,-5.6699,-5.2863,29895000,
-3.8397,-5.6644,-5.2826,29900000,
-4.0375,-5.6671,-5.2670,29905000,
-3.8535,-5.6552,-5.2753,29910000,
-3.7958,-5.6506,-5.2744,29915000,
-3.7839,-5.6516,-5.2734,29920000,
-3.7976,-5.6534,-5.2927,29925000,
-3.7747,-5.6635,-5.2771,29930000,
-3.8324,-5.6342,-5.2872,29935000,
-3.8260,-5.6516,-5.2661,29940000,
-3.8159,-5.6543,-5.2789,29945000,
-3.8388,-5.6433,-5.2963,29950000,
-4.0640,-5.6470,-5.2698,29955000,
-3.8287,-5.6653,-5.2716,29960000,
-3.7921,-5.6506,-5.2917,29965000,
-3.7839,-5.6552,-5.2954,29970000,
-3.8022,-5.6671,-5.2679,29975000,
-3.7830,-5.6598,-5.2771,29980000,
-3.7637,-5.6616,-5.2753,29985000,
-3.8113,-5.6506,-5.2817,29990000,
-3.8031,-5.6360,-5.2881,29995000,
-3.8489,-5.6580,-5.2716,30000000,
-4.0787,-5.6433,-5.2808,30005000,
-3.7756,-5.6607,-5.2872,30010000,
-3.7656,-5.6470,-5.2982,30015000,
-3.7949,-5.6442,-5.2835,30020000,
-3.7628,-5.6708,-5.2817,30025000,
-3.7830,-5.6470,-5.2826,30030000,
-3.7811,-5.6488,-5.2808,30035000,
-3.8324,-5.6534,-5.2844,30040000,
-3.8168,-5.6616,-5.2899,30045000,
-3.7711,-5.6451,-5.2844,30050000,
-4.0384,-5.6497,-5.2817,30055000,
-3.8132,-5.6433,-5.2917,30060000,
-3.7683,-5.6607,-5.2771,30065000,
-3.8095,-5.6543,-5.2789,30070000,
-3.8104,-5.6268,-5.2899,30075000,
-3.8095,-5.6525,-5.2588,30080000,
-3.8123,-5.6277,-5.3036,30085000,
-3.8232,-5.6644,-5.2725,30090000,
-3.7766,-5.6607,-5.2753,30095000,
-3.7738,-5.6644,-5.2771,30100000,
-4.0823,-5.6387,-5.2927,30105000,
-3.8379,-5.6470,-5.2826,30110000,
-3.8205,-5.6543,-5.2853,30115000,
-3.8068,-5.6424,-5.2853,30120000,
-3.7582,-5.6653,-5.2762,30125000,
-3.7784,-5.6488,-5.2853,30130000,
-3.8251,-5.6552,-5.2826,30135000,
-3.8232,-5.6488,-5.2808,30140000,
-3.7839,-5.6396,-5.2936,30145000,
-3.8315,-5.6415,-5.2927,30150000,
-4.1016,-5.6479,-5.2908,30155000,
-3.8013,-5.6570,-5.2817,30160000,
-3.7985,-5.6177,-5.2991,30165000,
-3.7930,-5.6680,-5.2844,30170000,
-3.7866,-5.6653,-5.2762,30175000,
-3.8123,-5.6534,-5.2844,30180000,
-3.7930,-5.6616,-5.2817,30185000,
-3.8306,-5.6488,-5.2881,30190000,
-3.7766,-5.6644,-5.2753,30195000,
-3.7857,-5.6781,-5.2798,30200000,
-4.0878,-5.6616,-5.2661,30205000,
-3.8150,-5.6433,-5.2716,30210000,
-3.7875,-5.6525,-5.2844,30215000,
-3.7775,-5.6488,-5.2808,30220000,
-3.8123,-5.6342,-5.3000,30225000,
-3.8049,-5.6342,-5.2863,30230000,
-3.8068,-5.6387,-5.3009,30235000,
-3.7985,-5.6497,-5.2899,30240000,
-3.7885,-5.6717,-5.2817,30245000,
-3.7802,-5.6589,-5.2808,30250000,
-4.0457,-5.6433,-5.2863,30255000,
-3.8104,-5.6424,-5.2835,30260000,
-3.8425,-5.6442,-5.2808,30265000,
-3.7793,-5.6671,-5.2826,30270000,
-3.8507,-5.6607,-5.2844,30275000,
-3.7857,-5.6461,-5.2698,30280000,
-3.8132,-5.6662,-5.2753,30285000,
-3.7720,-5.6506,-5.2954,30290000,
-3.8361,-5.6680,-5.2698,30295000,
-3.8068,-5.6497,-5.2762,30300000,
-4.0860,-5.6470,-5.2817,30305000,
-3.8058,-5.6479,-5.2872,30310000,
-3.8306,-5.6470,-5.2826,30315000,
-3.7839,-5.6470,-5.2908,30320000,
-3.8095,-5.6461,-5.2863,30325000,
-3.7692,-5.6488,-5.2789,30330000,
-3.8068,-5.6488,-5.2972,30335000,
-3.8269,-5.6360,-5.2844,30340000,
-3.7646,-5.6607,-5.2771,30345000,
-3.7747,-5.6616,-5.2762,30350000,
-4.0311,-5.6213,-5.2817,30355000,
-3.7848,-5.6506,-5.2817,30360000,
-3.8223,-5.6387,-5.2881,30365000,
-3.8205,-5.6644,-5.2936,30370000,
-3.8370,-5.6461,-5.2899,30375000,
