CONV_VALUE (V),TIMESTAMP (us)
94.2324,21080000,
94.0906,21085000,
94.1455,21090000,
94.0631,21095000,
94.1455,21100000,
94.4017,21105000,
93.9854,21110000,
93.9716,21115000,
94.1318,21120000,
94.1180,21125000,
93.9671,21130000,
94.0540,21135000,
93.9533,21140000,
94.0997,21145000,
93.9625,21150000,
94.3972,21155000,
93.9350,21160000,
93.9579,21165000,
94.0174,21170000,
94.1547,21175000,
94.1135,21180000,
94.0631,21185000,
94.1180,21190000,
94.1089,21195000,
93.9716,21200000,
94.1821,21205000,
94.2096,21210000,
94.1409,21215000,
94.0814,21220000,
94.1226,21225000,
94.2004,21230000,
94.0357,21235000,
94.0540,21240000,
94.0723,21245000,
94.1684,21250000,
94.3606,21255000,
94.1592,21260000,
94.0220,21265000,
93.9762,21270000,
94.5024,21275000,
93.8893,21280000,
94.2645,21285000,
94.2004,21290000,
94.0952,21295000,
94.0311,21300000,
94.4566,21305000,
94.0448,21310000,
93.9488,21315000,
94.0174,21320000,
94.2141,21325000,
94.1684,21330000,
93.9945,21335000,
93.9945,21340000,
94.1455,21345000,
94.2553,21350000,
94.3560,21355000,
94.1135,21360000,
94.0952,21365000,
94.1089,21370000,
94.1547,21375000,
94.0540,21380000,
94.2965,21385000,
93.9350,21390000,
94.1226,21395000,
94.1364,21400000,
94.3377,21405000,
94.1409,21410000,
94.1638,21415000,
94.2141,21420000,
94.0082,21425000,
93.9716,21430000,
94.2782,21435000,
94.1501,21440000,
93.9533,21445000,
94.0265,21450000,
94.5665,21455000,
94.0723,21460000,
94.0403,21465000,
94.0769,21470000,
94.0174,21475000,
94.1547,21480000,
93.9945,21485000,
93.9762,21490000,
94.0906,21495000,
93.9671,21500000,
94.3468,21505000,
94.1135,21510000,
94.1364,21515000,
94.0677,21520000,
94.0311,21525000,
93.8847,21530000,
94.0814,21535000,
93.9488,21540000,
94.2187,21545000,
94.1364,21550000,
94.5482,21555000,
94.0403,21560000,
94.2050,21565000,
94.1592,21570000,
94.0906,21575000,
94.1180,21580000,
94.0494,21585000,
93.9442,21590000,
94.1455,21595000,
93.9762,21600000,
94.4338,21605000,
94.1913,21610000,
94.2462,21615000,
94.0174,21620000,
94.1043,21625000,
94.0128,21630000,
94.0540,21635000,
94.0814,21640000,
93.9945,21645000,
94.0220,21650000,
94.3834,21655000,
94.0677,21660000,
93.9762,21665000,
94.0997,21670000,
94.1364,21675000,
94.0952,21680000,
94.1958,21685000,
94.2691,21690000,
94.2965,21695000,
93.9854,21700000,
94.3651,21705000,
94.0494,21710000,
94.1775,21715000,
94.2096,21720000,
94.0906,21725000,
94.1364,21730000,
94.0906,21735000,
94.2599,21740000,
94.1409,21745000,
93.8847,21750000,
94.5070,21755000,
94.2141,21760000,
94.2691,21765000,
94.1364,21770000,
94.1501,21775000,
94.0494,21780000,
94.0586,21785000,
94.1226,21790000,
94.1638,21795000,
94.0997,21800000,
94.9783,21805000,
93.9945,21810000,
94.0677,21815000,
93.6742,21820000,
93.9945,21825000,
94.0723,21830000,
93.9854,21835000,
94.2004,21840000,
94.0677,21845000,
94.0723,21850000,
94.4338,21855000,
94.1180,21860000,
94.0448,21865000,
94.2873,21870000,
93.8755,21875000,
94.1684,21880000,
94.3194,21885000,
94.1180,21890000,
94.2233,21895000,
94.0906,21900000,
94.3926,21905000,
93.9899,21910000,
94.0220,21915000,
93.9716,21920000,
94.1455,21925000,
94.1272,21930000,
94.0357,21935000,
94.2919,21940000,
94.1638,21945000,
93.9213,21950000,
94.4063,21955000,
94.1135,21960000,
94.0952,21965000,
94.3834,21970000,
94.0540,21975000,
94.0265,21980000,
94.0860,21985000,
94.1455,21990000,
94.1318,21995000,
94.0769,22000000,
94.5939,22005000,
93.9991,22010000,
94.2919,22015000,
94.0403,22020000,
94.2279,22025000,
94.2553,22030000,
94.1501,22035000,
94.2965,22040000,
93.9671,22045000,
94.1547,22050000,
94.3423,22055000,
94.0906,22060000,
94.1089,22065000,
93.9991,22070000,
94.3834,22075000,
94.2828,22080000,
94.3468,22085000,
94.1272,22090000,
94.1913,22095000,
94.3468,22100000,
94.4383,22105000,
94.1043,22110000,
94.1547,22115000,
94.0128,22120000,
94.2645,22125000,
94.2050,22130000,
94.0586,22135000,
94.2736,22140000,
94.1364,22145000,
93.9213,22150000,
94.4246,22155000,
94.2919,22160000,
94.1272,22165000,
94.1409,22170000,
94.0540,22175000,
94.1180,22180000,
94.2416,22185000,
94.1775,22190000,
93.9808,22195000,
93.8755,22200000,
94.3331,22205000,
94.2416,22210000,
94.2050,22215000,
94.2645,22220000,
94.1180,22225000,
94.2141,22230000,
94.0906,22235000,
93.9030,22240000,
94.0265,22245000,
93.7886,22250000,
94.3377,22255000,
93.8618,22260000,
94.0677,22265000,
94.0494,22270000,
94.0265,22275000,
93.9579,22280000,
93.9488,22285000,
94.2004,22290000,
94.0357,22295000,
94.1318,22300000,
94.5710,22305000,
94.2553,22310000,
94.0265,22315000,
94.0952,22320000,
94.1318,22325000,
94.1547,22330000,
94.3102,22335000,
94.2370,22340000,
94.1638,22345000,
94.3011,22350000,
94.7952,22355000,
94.3789,22360000,
94.2050,22365000,
94.2416,22370000,
94.2599,22375000,
94.4063,22380000,
94.3468,22385000,
94.3423,22390000,
94.3926,22395000,
94.3926,22400000,
94.7678,22405000,
94.2187,22410000,
94.3606,22415000,
94.3514,22420000,
94.4155,22425000,
94.3423,22430000,
94.4246,22435000,
94.3056,22440000,
94.5436,22445000,
94.3560,22450000,
95.0469,22455000,
94.4292,22460000,
94.3331,22465000,
94.4612,22470000,
94.4155,22475000,
94.3468,22480000,
94.4338,22485000,
94.4017,22490000,
94.3789,22495000,
94.4155,22500000,
94.9051,22505000,
94.3743,22510000,
94.5070,22515000,
94.5024,22520000,
94.4292,22525000,
94.1318,22530000,
94.2507,22535000,
94.5390,22540000,
94.4155,22545000,
94.2782,22550000,
94.5573,22555000,
94.3743,22560000,
94.1821,22565000,
94.3194,22570000,
94.1547,22575000,
94.0814,22580000,
94.1135,22585000,
94.2279,22590000,
94.0677,22595000,
94.2004,22600000,
94.5573,22605000,
94.0494,22610000,
94.2096,22615000,
93.9305,22620000,
94.0540,22625000,
93.9396,22630000,
93.9259,22635000,
93.9076,22640000,
93.9899,22645000,
93.9945,22650000,
94.0906,22655000,
93.9762,22660000,
94.0037,22665000,
93.9350,22670000,
93.8435,22675000,
94.0540,22680000,
93.8435,22685000,
93.7520,22690000,
94.0494,22695000,
93.9945,22700000,
94.0494,22705000,
94.0494,22710000,
94.0631,22715000,
93.9167,22720000,
94.0403,22725000,
93.8252,22730000,
93.9488,22735000,
93.9762,22740000,
94.0082,22745000,
93.8618,22750000,
94.1867,22755000,
93.9854,22760000,
93.9991,22765000,
94.0677,22770000,
94.1226,22775000,
94.0082,22780000,
93.9533,22785000,
94.0174,22790000,
94.0311,22795000,
94.1043,22800000,
94.2919,22805000,
94.0952,22810000,
94.0631,22815000,
94.2324,22820000,
94.1913,22825000,
94.2736,22830000,
94.2828,22835000,
94.3560,22840000,
94.1272,22845000,
94.2736,22850000,
94.5482,22855000,
94.0906,22860000,
94.2050,22865000,
93.9854,22870000,
94.1043,22875000,
94.0631,22880000,
94.1455,22885000,
93.9671,22890000,
94.0448,22895000,
94.0540,22900000,
94.1913,22905000,
94.1592,22910000,
94.0540,22915000,
94.0769,22920000,
94.0037,22925000,
94.0265,22930000,
93.8801,22935000,
93.9808,22940000,
93.9213,22945000,
93.9488,22950000,
94.3011,22955000,
94.0814,22960000,
94.0814,22965000,
93.9762,22970000,
94.1638,22975000,
94.0586,22980000,
94.2096,22985000,
94.1272,22990000,
94.2416,22995000,
94.1638,23000000,
94.7586,23005000,
94.1638,23010000,
94.2233,23015000,
94.5207,23020000,
94.2187,23025000,
94.4658,23030000,
94.3880,23035000,
94.6214,23045000,
94.8044,23050000,
94.1913,23055000,
93.8938,23060000,
94.1135,23065000,
93.9167,23070000,
93.9808,23075000,
93.8069,23080000,
93.7932,23085000,
93.9076,23090000,
93.7429,23095000,
94.0128,23100000,
93.9945,23105000,
93.8710,23110000,
93.7978,23115000,
93.9808,23120000,
93.6788,23125000,
93.8252,23130000,
93.8527,23135000,
93.9167,23140000,
93.8527,23145000,
93.8161,23150000,
93.9808,23155000,
93.9396,23160000,
94.0265,23165000,
93.8389,23170000,
93.9259,23175000,
93.9625,23180000,
93.9945,23185000,
94.0220,23190000,
94.0082,23195000,
93.8618,23200000,
93.9899,23205000,
94.0952,23210000,
93.8755,23215000,
93.9396,23220000,
93.9305,23225000,
94.0448,23230000,
93.8206,23235000,
94.1730,23240000,
93.8938,23245000,
94.3789,23250000,
94.1272,23255000,
93.9076,23260000,
94.0265,23265000,
93.8435,23270000,
93.8252,23275000,
93.8893,23280000,
93.9259,23285000,
94.1592,23290000,
94.0860,23295000,
94.0631,23300000,
94.1409,23305000,
93.8755,23310000,
94.0037,23315000,
93.7932,23320000,
93.7886,23325000,
93.7245,23330000,
93.8252,23335000,
93.7749,23340000,
93.6010,23345000,
93.5964,23350000,
93.7108,23355000,
93.7795,23360000,
93.7840,23365000,
93.7749,23370000,
93.7978,23375000,
93.8252,23380000,
93.8252,23385000,
93.9854,23390000,
94.0037,23395000,
93.9121,23400000,
94.0952,23405000,
93.9991,23410000,
93.9533,23415000,
94.0677,23420000,
94.0769,23425000,
94.1135,23430000,
94.3240,23435000,
94.2370,23440000,
94.1958,23445000,
94.2004,23450000,
94.6122,23455000,
94.1135,23460000,
94.1821,23465000,
94.1180,23470000,
94.2004,23475000,
94.3240,23480000,
94.1958,23485000,
94.3148,23490000,
94.1364,23495000,
94.1089,23500000,
94.2416,23505000,
93.9442,23510000,
93.8389,23515000,
93.8710,23520000,
93.8938,23525000,
93.9488,23530000,
93.8252,23535000,
93.8893,23540000,
93.9350,23545000,
93.7245,23550000,
93.4363,23555000,
93.7520,23560000,
93.7566,23565000,
93.5919,23570000,
93.7062,23575000,
93.6102,23580000,
93.4729,23585000,
93.6102,23590000,
93.6696,23595000,
93.6605,23600000,
93.7291,23605000,
93.6239,23610000,
93.5278,23615000,
93.6651,23620000,
93.4820,23625000,
93.5781,23630000,
93.8115,23635000,
93.5690,23640000,
93.5278,23645000,
93.4363,23650000,
93.1618,23655000,
93.3631,23660000,
92.9604,23665000,
92.6950,23670000,
92.6905,23675000,
92.3793,23680000,
92.3793,23685000,
92.3244,23690000,
92.4068,23695000,
92.3839,23700000,
92.5303,23705000,
92.1643,23710000,
92.0865,23715000,
92.0087,23720000,
91.9721,23725000,
91.7662,23730000,
91.6609,23735000,
91.5145,23740000,
91.3132,23745000,
91.1119,23750000,
91.7708,23755000,
90.5536,23760000,
90.3111,23765000,
90.2928,23770000,
90.1739,23775000,
90.0869,23780000,
89.8719,23785000,
89.7941,23790000,
89.4097,23795000,
88.8103,23800000,
90.3111,23805000,
88.5907,23810000,
88.3574,23815000,
88.3391,23820000,
88.4168,23825000,
87.7991,23830000,
87.5612,23835000,
87.5795,23840000,
87.3690,23845000,
87.2546,23850000,
88.6136,23855000,
86.8886,23860000,
86.5774,23865000,
86.4997,23870000,
86.4310,23875000,
86.2480,23880000,
86.3532,23885000,
86.0329,23890000,
86.2251,23895000,
86.0695,23900000,
87.3782,23905000,
85.7584,23910000,
85.4793,23915000,
84.9485,23920000,
84.9028,23925000,
84.7792,23930000,
84.6557,23935000,
84.4864,23940000,
84.5596,23945000,
84.2530,23950000,
85.3375,23955000,
83.8000,23960000,
83.4935,23965000,
83.3516,23970000,
83.1366,23975000,
82.6012,23980000,
82.2398,23985000,
82.0384,23990000,
81.7868,23995000,
81.3201,24000000,
81.3795,24005000,
80.7115,24010000,
80.7527,24015000,
80.2951,24020000,
80.0114,24025000,
79.7644,24030000,
79.4990,24035000,
79.3617,24040000,
79.1650,24045000,
79.2565,24050000,
78.8218,24055000,
78.6113,24060000,
78.1263,24065000,
77.7419,24070000,
77.3805,24075000,
77.1059,24080000,
76.5157,24085000,
76.3006,24090000,
75.9986,24095000,
75.5273,24100000,
76.2137,24105000,
74.9554,24110000,
74.3972,24115000,
73.9579,24120000,
73.5690,24125000,
73.2807,24130000,
72.9055,24135000,
72.5989,24140000,
72.1917,24145000,
71.8394,24150000,
72.0819,24155000,
71.0295,24160000,
70.7596,24165000,
70.3981,24170000,
69.7529,24175000,
69.5790,24180000,
69.3503,24185000,
69.1123,24190000,
68.8378,24195000,
68.6777,24200000,
68.1698,24205000,
67.9318,24210000,
67.5795,24215000,
67.1357,24220000,
66.6918,24225000,
66.3441,24230000,
65.9826,24235000,
65.7676,24240000,
65.3512,24245000,
65.2048,24250000,
65.5068,24255000,
64.5596,24260000,
64.5230,24265000,
64.3903,24270000,
64.2164,24275000,
64.1569,24280000,
64.0609,24285000,
63.7268,24290000,
63.5758,24295000,
63.2830,24300000,
63.6170,24305000,
62.9490,24310000,
63.0359,24315000,
62.8209,24320000,
62.5051,24325000,
62.6470,24330000,
62.6424,24335000,
62.4823,24340000,
62.5235,24345000,
62.6012,24350000,
62.4960,24355000,
63.1366,24360000,
62.3908,24365000,
62.3542,24370000,
62.2809,24375000,
61.9698,24380000,
61.9561,24385000,
61.9698,24390000,
61.8280,24395000,
61.7136,24400000,
61.6175,24405000,
61.7456,24410000,
61.6083,24415000,
61.6541,24420000,
61.6861,24425000,
61.5580,24430000,
61.4894,24435000,
61.4619,24440000,
61.1965,24445000,
61.3155,24450000,
60.7527,24455000,
61.3201,24460000,
61.3567,24465000,
61.4116,24470000,
61.5260,24475000,
61.6678,24480000,
61.6953,24485000,
61.9606,24490000,
62.1025,24495000,
62.4136,24500000,
62.5463,24505000,
62.8803,24510000,
63.1595,24515000,
63.8229,24520000,
64.2256,24525000,
64.7930,24530000,
65.7676,24535000,
66.3532,24540000,
67.3324,24545000,
68.6777,24550000,
69.8902,24555000,
70.4942,24560000,
71.2858,24565000,
72.3930,24570000,
73.4866,24575000,
74.8502,24580000,
76.2320,24585000,
77.6138,24590000,
78.9408,24595000,
80.1121,24600000,
81.2240,24605000,
81.9835,24610000,
82.8254,24615000,
83.5987,24620000,
84.8753,24625000,
85.6760,24630000,
86.5637,24635000,
87.2409,24640000,
87.9959,24645000,
88.3574,24650000,
90.6177,24655000,
90.0366,24660000,
90.8556,24665000,
91.7616,24670000,
92.2924,24675000,
92.9467,24680000,
93.2670,24685000,
93.6879,24690000,
94.1318,24695000,
94.2782,24700000,
95.2894,24705000,
94.9737,24710000,
95.4541,24715000,
95.8522,24720000,
95.7607,24725000,
96.1542,24730000,
96.2503,24735000,
96.4425,24740000,
96.3876,24745000,
96.5340,24750000,
96.8314,24755000,
96.2457,24760000,
96.1908,24765000,
96.0673,24770000,
95.8248,24775000,
95.4724,24780000,
95.4724,24785000,
95.5136,24790000,
95.3535,24795000,
95.3535,24800000,
95.7607,24805000,
95.3672,24810000,
95.5868,24815000,
95.7287,24820000,
96.0352,24825000,
96.2869,24830000,
96.5889,24835000,
96.7124,24840000,
96.9137,24845000,
96.9366,24850000,
97.1837,24855000,
97.3118,24860000,
97.2844,24865000,
97.3118,24870000,
97.5452,24875000,
97.8197,24880000,
97.6962,24885000,
97.7602,24890000,
97.8243,24895000,
97.7648,24900000,
98.0027,24905000,
97.6367,24910000,
97.8335,24915000,
98.0394,24920000,
97.8518,24925000,
97.9250,24930000,
98.0943,24935000,
98.3139,24940000,
98.6479,24945000,
98.8126,24950000,
98.4466,24955000,
99.3342,24960000,
99.4578,24965000,
99.6134,24970000,
99.9840,24975000,
100.1945,24980000,
100.5331,24985000,
100.6383,24990000,
101.1508,24995000,
101.5946,25000000,
101.3109,25005000,
101.9927,25010000,
102.3313,25015000,
102.8483,25020000,
102.9902,25025000,
103.4340,25030000,
103.8961,25035000,
104.3674,25040000,
104.4955,25045000,
104.7884,25050000,
105.0629,25055000,
105.2139,25060000,
105.4152,25065000,
105.5662,25070000,
105.7721,25075000,
105.9918,25080000,
106.2206,25085000,
106.6186,25090000,
106.8154,25095000,
107.3416,25100000,
107.7854,25105000,
108.1926,25110000,
108.9430,25115000,
109.6248,25120000,
110.1647,25125000,
110.6269,25130000,
110.9929,25135000,
111.2171,25140000,
111.3956,25145000,
111.6243,25150000,
111.2674,25155000,
111.9080,25160000,
112.1414,25165000,
112.1414,25170000,
112.4891,25175000,
112.3747,25180000,
112.7362,25185000,
112.6081,25190000,
112.6218,25195000,
112.6905,25200000,
112.3290,25205000,
112.7225,25210000,
112.8826,25215000,
113.1023,25220000,
113.1526,25225000,
113.3036,25230000,
113.3722,25235000,
113.6193,25240000,
113.7474,25245000,
114.0311,25250000,
113.9899,25255000,
114.1592,25260000,
114.4017,25265000,
114.2782,25270000,
114.6946,25275000,
114.4338,25280000,
114.7495,25285000,
114.9691,25290000,
114.9828,25295000,
115.4084,25300000,
116.3326,25305000,
116.3281,25310000,
116.5843,25315000,
116.8451,25320000,
117.1654,25325000,
117.4857,25330000,
117.4445,25335000,
117.9890,25340000,
118.5930,25345000,
118.6662,25350000,
118.6022,25355000,
119.0368,25360000,
119.5493,25365000,
119.3205,25370000,
119.4258,25375000,
119.8696,25380000,
119.5996,25385000,
119.8467,25390000,
119.7186,25395000,
120.2814,25400000,
119.8055,25405000,
120.2540,25410000,
120.6429,25415000,
120.7252,25420000,
121.1691,25425000,
121.2469,25430000,
121.5077,25435000,
121.7136,25440000,
121.9698,25445000,
122.1620,25450000,
121.8097,25455000,
122.5143,25460000,
122.5051,25465000,
122.8163,25470000,
122.7797,25475000,
122.6104,25480000,
122.7843,25485000,
122.9764,25490000,
122.9490,25495000,
122.9169,25500000,
122.9581,25505000,
123.3196,25510000,
123.3791,25515000,
123.4798,25520000,
123.3882,25525000,
123.5941,25530000,
123.6124,25535000,
123.7772,25540000,
123.6811,25545000,
123.7406,25550000,
123.2738,25555000,
123.6674,25560000,
123.6399,25565000,
123.1366,25570000,
123.1686,25575000,
122.8392,25580000,
122.6699,25585000,
122.2443,25590000,
122.0705,25595000,
120.2265,25605000,
119.9428,25610000,
119.2519,25615000,
117.5315,25620000,
116.6712,25625000,
115.5456,25630000,
114.3148,25635000,
113.3631,25640000,
112.5349,25645000,
110.3295,25650000,
109.6248,25655000,
109.5653,25660000,
109.0574,25665000,
108.1103,25670000,
108.7966,25675000,
108.5267,25680000,
108.0828,25685000,
107.4560,25690000,
107.0350,25695000,
106.2434,25700000,
105.5617,25705000,
105.0355,25710000,
104.3262,25715000,
103.8229,25720000,
102.6653,25725000,
102.0979,25730000,
101.5214,25735000,
100.6841,25740000,
99.9062,25745000,
99.3892,25750000,
98.3871,25755000,
97.7511,25760000,
97.5132,25765000,
97.0464,25770000,
96.9046,25775000,
96.3143,25780000,
95.7104,25785000,
95.3214,25790000,
94.7678,25795000,
94.3285,25800000,
94.1730,25805000,
93.5964,25810000,
93.3997,25815000,
93.0153,25820000,
92.2924,25825000,
92.0453,25830000,
91.3086,25835000,
90.8145,25840000,
90.0869,25845000,
89.7804,25850000,
90.5628,25855000,
88.6502,25860000,
88.4809,25865000,
88.0462,25870000,
87.8723,25875000,
87.5063,25880000,
87.3599,25885000,
87.1677,25890000,
86.8977,25895000,
86.5866,25900000,
87.9867,25905000,
85.8774,25910000,
85.7081,25915000,
85.2414,25920000,
84.9256,25925000,
84.6786,25930000,
84.2164,25935000,
84.0288,25940000,
83.7772,25945000,
83.1823,25950000,
84.0014,25955000,
82.8346,25960000,
82.6836,25965000,
82.4274,25970000,
82.4182,25975000,
82.3496,25980000,
82.1894,25985000,
82.2169,25990000,
82.2077,25995000,
81.9423,26000000,
82.3999,26005000,
81.5122,26010000,
81.3018,26015000,
80.9540,26020000,
80.8076,26025000,
80.4278,26030000,
80.0618,26035000,
79.9016,26040000,
79.5447,26045000,
79.3983,26050000,
79.2656,26055000,
79.1055,26060000,
78.8538,26065000,
78.6479,26070000,
78.6891,26075000,
78.6113,26080000,
78.6342,26085000,
78.4191,26090000,
78.2864,26095000,
78.0348,26100000,
78.1812,26105000,
77.8243,26110000,
77.8609,26115000,
77.7236,26120000,
77.6459,26125000,
77.7511,26130000,
77.7648,26135000,
77.8929,26140000,
77.7465,26145000,
77.5543,26150000,
77.7923,26155000,
77.6138,26160000,
77.4583,26165000,
77.4674,26170000,
77.2844,26175000,
77.0876,26180000,
76.8954,26185000,
76.4653,26190000,
76.0856,26195000,
75.6143,26200000,
76.0993,26205000,
74.8273,26210000,
74.2599,26215000,
74.0769,26220000,
73.8115,26225000,
73.7062,26230000,
73.5781,26235000,
73.4409,26240000,
73.3814,26245000,
73.4134,26250000,
74.4841,26255000,
73.1892,26260000,
73.0977,26265000,
73.0016,26270000,
72.8918,26275000,
72.6356,26280000,
72.6905,26285000,
72.5578,26290000,
72.6081,26295000,
72.7362,26300000,
73.7017,26305000,
72.5898,26310000,
72.7362,26315000,
72.7637,26320000,
73.0794,26325000,
73.2258,26330000,
73.3265,26335000,
73.4729,26340000,
73.4454,26345000,
73.4912,26350000,
74.7449,26355000,
73.9167,26360000,
74.1684,26365000,
74.3697,26370000,
74.7678,26375000,
75.1476,26380000,
75.5868,26385000,
75.9666,26390000,
76.2869,26395000,
76.6346,26400000,
77.5498,26405000,
77.4354,26410000,
78.0622,26415000,
78.9819,26420000,
79.3068,26425000,
79.9886,26430000,
80.8534,26435000,
81.6815,26440000,
82.5509,26445000,
83.2098,26450000,
85.9735,26455000,
85.8042,26460000,
86.7193,26465000,
87.6893,26470000,
88.6273,26475000,
88.9522,26480000,
89.7392,26485000,
90.6131,26490000,
91.3040,26495000,
91.8806,26500000,
92.3244,26505000,
92.5257,26510000,
92.8003,26515000,
93.1068,26520000,
93.3082,26525000,
93.6102,26530000,
93.7200,26535000,
93.6742,26540000,
93.9762,26545000,
94.1638,26550000,
94.3926,26555000,
94.0494,26560000,
94.0997,26565000,
94.1409,26570000,
94.5299,26575000,
94.4795,26580000,
94.5619,26585000,
94.5619,26590000,
94.6534,26595000,
94.6259,26600000,
95.1704,26605000,
94.5527,26610000,
94.4429,26615000,
94.3423,26620000,
94.4246,26625000,
94.0265,26630000,
94.1775,26635000,
93.9305,26640000,
93.9442,26645000,
94.0494,26650000,
94.2599,26655000,
93.9716,26660000,
94.1547,26665000,
94.1043,26670000,
94.0448,26675000,
94.3102,26680000,
94.2507,26685000,
94.3514,26690000,
94.2370,26695000,
94.3926,26700000,
94.7541,26705000,
94.1913,26710000,
94.1501,26715000,
94.4704,26720000,
94.3743,26725000,
94.5161,26730000,
94.2736,26735000,
94.3880,26740000,
94.2736,26745000,
94.1547,26750000,
94.5070,26755000,
94.1089,26760000,
94.0494,26765000,
94.3240,26770000,
94.0220,26775000,
94.3194,26780000,
94.2187,26785000,
94.1684,26790000,
94.5344,26795000,
94.3514,26800000,
94.7175,26805000,
94.4429,26810000,
94.4566,26815000,
94.3011,26820000,
94.5070,26825000,
94.4795,26830000,
94.4521,26835000,
94.3606,26840000,
94.2965,26845000,
94.5070,26850000,
94.7769,26855000,
94.3240,26860000,
94.2599,26865000,
94.2187,26870000,
94.3423,26875000,
94.1043,26880000,
94.7266,26885000,
94.1043,26890000,
94.0311,26895000,
94.2050,26900000,
94.6717,26905000,
94.2279,26910000,
94.2096,26915000,
94.2736,26920000,
95.1887,26925000,
94.0448,26930000,
94.1501,26935000,
94.3377,26940000,
94.2736,26945000,
94.1638,26950000,
94.6168,26955000,
94.0723,26960000,
94.1638,26965000,
94.2187,26970000,
94.2645,26975000,
94.1958,26980000,
94.2370,26985000,
94.1180,26990000,
94.1547,26995000,
94.2507,27000000,
94.5756,27005000,
94.2004,27010000,
94.1501,27015000,
94.2645,27020000,
94.3514,27025000,
94.2919,27030000,
94.3468,27035000,
94.4246,27040000,
94.3102,27045000,
94.3194,27050000,
94.9554,27055000,
94.7129,27060000,
94.4429,27065000,
94.5436,27070000,
94.5253,27075000,
94.3834,27080000,
94.3743,27085000,
94.2965,27090000,
94.4933,27095000,
94.4795,27100000,
94.7632,27105000,
94.3423,27110000,
94.4475,27115000,
94.4109,27120000,
94.4155,27125000,
94.2187,27130000,
94.3011,27135000,
94.1958,27140000,
94.3789,27145000,
94.4246,27150000,
94.5070,27155000,
94.3377,27160000,
94.2828,27165000,
94.4933,27170000,
94.2553,27175000,
94.3560,27180000,
94.3606,27185000,
94.3926,27190000,
94.2233,27195000,
94.2599,27200000,
94.7220,27205000,
94.4155,27210000,
94.3102,27215000,
94.3011,27220000,
94.2187,27225000,
94.2004,27230000,
94.2599,27235000,
94.1684,27240000,
94.1135,27245000,
94.4292,27250000,
94.6351,27255000,
94.2965,27260000,
94.1547,27265000,
94.1867,27270000,
94.2050,27275000,
94.1364,27280000,
94.2553,27285000,
94.2187,27290000,
94.2782,27295000,
94.2416,27300000,
94.6534,27305000,
94.3834,27310000,
94.4063,27315000,
94.4658,27320000,
94.3194,27325000,
94.3240,27330000,
94.1958,27335000,
94.2828,27340000,
94.3240,27345000,
94.2279,27350000,
94.7083,27355000,
94.3102,27360000,
94.1592,27365000,
94.3789,27370000,
94.2691,27375000,
94.3789,27380000,
94.4841,27385000,
94.2324,27390000,
94.3102,27395000,
94.5207,27400000,
94.8227,27405000,
94.3697,27410000,
94.4063,27415000,
94.5756,27420000,
94.3514,27425000,
94.3148,27430000,
94.3011,27435000,
94.1867,27440000,
94.5665,27445000,
94.2279,27450000,
94.6717,27455000,
94.1638,27460000,
94.4795,27465000,
94.4383,27470000,
94.4063,27475000,
94.4658,27480000,
94.2782,27485000,
94.4658,27490000,
94.2233,27495000,
94.4475,27500000,
94.7586,27505000,
94.1867,27510000,
94.2553,27515000,
94.3789,27520000,
94.3789,27525000,
94.3560,27530000,
94.3331,27535000,
94.5253,27540000,
94.4017,27545000,
94.2736,27550000,
94.5893,27555000,
94.2462,27560000,
94.3285,27565000,
94.5024,27570000,
94.3468,27575000,
94.2370,27580000,
94.3011,27585000,
94.3056,27590000,
94.3560,27595000,
94.2828,27600000,
94.8364,27605000,
94.5070,27610000,
94.2141,27615000,
94.3514,27620000,
94.4521,27625000,
94.4063,27630000,
94.3743,27635000,
94.4429,27640000,
94.5756,27645000,
94.2782,27650000,
94.7998,27655000,
94.3789,27660000,
94.3423,27665000,
94.4750,27670000,
94.4704,27675000,
94.2141,27680000,
94.2462,27685000,
94.1592,27690000,
94.2965,27695000,
94.2599,27700000,
94.7815,27705000,
94.1730,27710000,
94.1455,27715000,
94.3285,27720000,
94.2004,27725000,
94.2736,27730000,
94.1638,27735000,
94.0037,27740000,
94.0631,27745000,
94.2324,27750000,
94.5573,27755000,
94.1684,27760000,
94.2691,27765000,
94.1638,27770000,
94.1226,27775000,
94.3240,27780000,
94.1958,27785000,
94.3423,27790000,
94.2096,27795000,
94.3194,27800000,
94.7358,27805000,
94.2462,27810000,
94.3514,27815000,
94.1547,27820000,
94.2324,27825000,
94.1684,27830000,
94.1867,27835000,
94.1318,27840000,
94.1547,27845000,
94.4383,27850000,
94.6442,27855000,
94.3972,27860000,
94.1821,27865000,
94.3697,27870000,
94.3377,27875000,
94.1958,27880000,
94.1730,27885000,
94.1638,27890000,
94.1180,27895000,
94.1455,27900000,
94.6351,27905000,
94.4017,27910000,
94.0631,27915000,
94.2050,27920000,
94.1226,27925000,
94.2141,27930000,
94.2370,27935000,
94.1272,27940000,
94.1684,27945000,
94.5207,27950000,
94.6259,27955000,
94.1272,27960000,
94.1821,27965000,
94.2736,27970000,
94.2691,27975000,
94.1272,27980000,
94.1913,27985000,
94.1409,27990000,
94.0357,27995000,
94.2096,28000000,
94.5344,28005000,
94.1821,28010000,
94.2233,28015000,
94.0448,28020000,
94.2828,28025000,
94.2462,28030000,
94.2050,28035000,
94.2462,28040000,
94.1364,28045000,
94.2279,28050000,
94.5802,28055000,
94.3194,28060000,
94.1364,28065000,
94.2141,28070000,
